handle,dc.collection,dc.identifier,dc.title,dc.creator,dc.publisher,dc.contributor,dc.rights,dc.description,dc.coverage.spatial,dc.coverage.temporal,dc.note,dc.note.internal,dc.relation.other,dc.date.issued,dc.location,dc.language,dc.type,dc.format,dc.format.numberofscans,dc.format.numberofpages,dc.identifier.projectcode,dc.identifier.other,dc.catalogedby,dc.validatedby,dc.date.cataloged,dc.date.validated,dc.date.acquisition,dc.subject,dc.source,dc.relation,dc.rights.holder,dc.provenance,dcterms.accrualMethod,URL
123456789/200832,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB207,Correspondance entre Monsieur S.N. Fabiato et sa famille (Mr. Alexandre Fabiato et Mr. le Dr. Nicolas Fabiato) qui habitent à Paris par Comité International de la Croix-Rouge.,,,,Open Access,"S.N. Fabiato écrit a sa famille en disant qu'il veut avoir de ses nouvelles, Alexandre Fabiato reponde en disant qu'ils vont bien mais ils n'ont pas de nouvelles de Yanni Alexandre. Les adresses de S.N. Fabiato et sa famille à Paris sont incluses.",,,"Une petite note envoyé par le Comité Internationale de la Croix-Rouge en Genève, l'enveloppe de la correspondance, lettre d'accompagnement du message",,,1940-11-28; 1941-02-27,SALT Research,Fransızca - French; Almanca - German; İngilizce - English,Yazışma - Correspondence,"14-22,1 cm; El yazısı - Handwriting; Baskı - Print; Daktilo yazısı - Typewriting",6,4,,,Lorans Baruh,,2018-10-15,,,Büyükada; Istanbul & Gentilly; Paris,,,,,Satın alma - Purchase,https://archives.saltresearch.org/handle/123456789/200832
123456789/200834,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB209001,Certificat de déces de Gemma Giuliani,,,,Open Access,"Paroisse des Iles des Princes près de Constantinople. Frère Leopoldus Angelucci, curé de l'Église de St. Pacifique de Büyük Ada, déclare dans l’année 1932 / le 23 juillet le décès de Gemma - Paolina, fille d'Antoine Giuliani et femme de Spiridioni Fabiato, à peu près 58 ans dont le corps a été enterré dans le Cimentière de l’Île. Enregistré le 27 juillet 1932.",,,,,,1932-07-27,SALT Research,Latince - Latin,Ölüm belgesi - Death certificate,"22-27,8 cm; El yazısı - Handwriting; Baskı - Print",1,1,,,Lorans Tanatar Baruh,,2018-10-15,,,,,,,,Satın alma - Purchase,https://archives.saltresearch.org/handle/123456789/200834
123456789/200833,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB208,"Villa Prinkipo, Location 1er Etage. Saison d'été 1938. Mai - Octobre 1938. Mr. Anavi et Famille",,,,Open Access,,,,,,,1938; 1938-10,SALT Research,Fransızca - French,Dosya - File; Kartvizit - Business card; Liste - List; Tutanak - Minute; Not - Note,"23,7-31,6 cm; 23,7-31,6 cm; 9,5-5,5 cm; 22,2-27 cm; 21,2-29,7 cm; 21,2-29,7 cm; El yazısı - Handwriting; Baskı - Print; Daktilo yazısı - Typewriting",22,12,,,Sinem Gülmez,,2018-10-15,,,Büyükada; Istanbul; Prinkipo,,,,,Satın alma - Purchase,https://archives.saltresearch.org/handle/123456789/200833
[DESC],AFMFB208000.jpg,"Cover of Villa Prinkipo, Location 1er Etage. Saison d'été 1938. Mai - Octobre 1938. Mr. Anavi et Famille. (1938-05-00 - 1938-10-00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB208001.jpg,"Carte de visite de Vitali Anavi. À l'arrière de la carte, il y a une note pour M. Fabiato, écrit par Vitali Anavi: Cher Monsieur Fabiato, je vous remets ci inclus les 100 Ltqs que je vous dois en solade do loyer. Recevez, cher Monsieur, mes civilités distinguées. Vit. Anavi. Vitali Anavi est le locataire de S. Fabiato. (1938-07-05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB208002.jpg,"Minute inventaire de M. Anavi. Inventaire de l'immobilier se trouvant à la terrace, au petit salon, au bureau, à la grande salle, à la Chambre sud Hôtel, à la Chambre sud Ecole, au bodrum [?], wc, chambre à coucher. Secours occasionnés Pour la location de l'appartement à M. Anavi. Les prix de l'immeublement de l'apartement loué à M. Amavi. (1938-00-00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB208003.jpg,Villa Prinkipo. Mémoriale de la famille Anavi. Dispute entre la famille Anavi et la famille Cohen sur l'eau de la citerne. (1938-05-15 - 1938-07-03),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB208004.jpg,Notes variés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB208005.jpg,Notes variés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123456789/200835,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB209002,Certificat de baptême de Spiridion Fabiato,,,,Open Access,"Paroisse des Îles des Princes près de Constantinople. Frère Leopoldus Angelucci, curé de l'Église de St. Pacifique de Büyük Ada. Certificat enregistré le 27 Octobre 1931 dans le registre paroissial d’un baptême administré par le Rev. Panphilos Dionisios le 24 Mars 1968 (? ça doit être 1868) d’un enfant né à Péra de Constantinople le 8 Janvier de la même année, fils de Nicola Fabiato et de Calliroi Cagy Andrea. L’enfant a été appelé Spiridion. Marraine de baptême: Despina Papa. Date, le 28 Octobre 1931.",,,,,,1931-10-28,SALT Research,Latince - Latin,Vaftiz belgesi - Baptism certificate,"22-35,3 cm; El yazısı - Handwriting; Baskı - Print",1,1,,,Lorans Tanatar Baruh,,2018-10-15,,,Spiridion Fabiato,,,,,Satın alma - Purchase,https://archives.saltresearch.org/handle/123456789/200835
123456789/200836,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB209003,Certificat de baptême de Paolina Gemma,,,,Open Access,"Paroisse des Îles des Princes près de Constantinople. Frère Leopoldus Angelucci, curé de l'Église de St. Pacifique de Büyük Ada. Baptême du 8 septembre 1874 de Paolina Gemma, née le 17 juin 1874 d'Antonio Giuliani et d'Hortentia Béatrice  Hampson. Parrain de baptême: Paolo Hampson. Daté le 18 mai 1927.",,,,,,1927-05-18,SALT Research,Latince - Latin,Vaftiz belgesi - Baptism certificate,22-34 cm; El yazısı - Handwriting; Baskı - Print,1,1,,,Lorans Tanatar Baruh,,2018-10-15,,,,,AFMFB209006,,,Satın alma - Purchase,https://archives.saltresearch.org/handle/123456789/200836
123456789/200837,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB209004,Certificat de mariage de Spiridion et Paolina Gemma,,,,Open Access,"Paroisse des Îles des Princes près de Constantinople. Frère Espeditus Danca. Année le 15 novembre 1913. Avec dispense pour mariage mixte. Epoux Spiridionem fils de Nicolai Fabiatos; épouse Paolina Gemmam fille d'Antoine Giuliani. Témoins:  Vital Hadgis Bey et Polixene Hadjis Bey.  Le Curé: Leopoldus Angelucci. Daté Île des Princes, le 20 Avril 1924.",,,,,,1924-04-20,SALT Research,Latince - Latin,,"22,2-34 cm; El yazısı - Handwriting; Baskı - Print",1,1,,,Lorans Tanatar Baruh,,2018-10-15,,,Spiridion Fabiato,,,,,Satın alma - Purchase,https://archives.saltresearch.org/handle/123456789/200837
123456789/200838,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB209005,"Certificat de décès d'Antonius Giuliani, grand-père Giuliani",,,,Open Access,"Paroisse Cathédrale de Saint Esprit. Livre des défunts: Canonicus Grégoire Della Tolla dans le livre I de morts de cette paroisse no. 2233 a trouvé ce qui suit: Année 1876 le 28 juin, Antonius Giuliani marié ( ?) à Theresiae Agemoglu, a rendu son âme à Dieu en communion avec la Sainte Église. Né aux alentours du 76 (?). Signé par le curé Antonius Galibert. Enregistré le 1 Avril 1933 et signé par le curé Grégoire Della Tolla.",,,,,,1933-04-01,SALT Research,Latince - Latin,Ölüm belgesi - Death certificate,"19,8-26,8 cm; El yazısı - Handwriting; Baskı - Print",2,1,,,Lorans Tanatar Baruh,,2018-10-15,,,,,,,,Satın alma - Purchase,https://archives.saltresearch.org/handle/123456789/200838
123456789/200839,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB209006,Certificat de baptême de Paolina Gemma. Extrait de naissance en 1874 de Gemma Giuliani.,,,,Open Access,"Paroisse des Îles des Princes près de Constantinople. Frère Andreas Dennis, curé le 8 Septembre 1874. Née le 17 juin de la même année (1874) Paulina Gemma du père Antonio Giulianus et de la mère Hortentia Béatrice Hampson. Parrain: Paulus Hampson.  Signé Andrea Dennis le 6 mai 1879.",,,,,,1879-05-06,SALT Research,Latince - Latin,Vaftiz belgesi - Baptism certificate,"22-35,2 cm; El yazısı - Handwriting; Baskı - Print",2,1,,,Lorans Tanatar Baruh,,2018-10-15,,,,,AFMFB209003,,,Satın alma - Purchase,https://archives.saltresearch.org/handle/123456789/200839
123456789/200841,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB210,"Four letter papers bearing the mark of S. Fabiato, two of which are identical",,,,Open Access,"The cards do not have writings on them. They bear a symbol, and the motto ""fac et spera"" on the symbol. This latin motto translates to ""do and hope"" in English. There is also the word ""Constantinople"" on every letter paper, in the same place, on the top right corner.",,,,,,,SALT Research,Latince - Latin,Belge - Document,"19,7-25,5 cm; Baskı - Print",3,4,,,Lorans Tanatar Baruh,,2018-10-15,,,Spiridion Fabiato; Istanbul,,,,,Satın alma - Purchase,https://archives.saltresearch.org/handle/123456789/200841
123456789/200840,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB209007,Certificat de décès de Paulo Hamson,,,,Open Access,"Registre des morts de l’église de Saint Antoine de Padoue 24  Décembre 1851 Baptist (?) épouse de Paulo Hamson (sic) dans sa 48 année de vie renda son esprit et elle est enterrée dans cette église… Signé Fr. Franciscus Fia (?), curé. Transcrite le 21 Aout 1906 (?).",,,,,,1906-08-21,SALT Research,Latince - Latin,Ölüm belgesi - Death certificate,21-29 cm; El yazısı - Handwriting; Baskı - Print,1,1,,,Lorans Tanatar Baruh,,2018-10-15,,,Paulo Hampson,,,,,Satın alma - Purchase,https://archives.saltresearch.org/handle/123456789/200840
123456789/200827,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB204,"Dossier A: Immeuble ""Balouk-Bazar"" Prinkipo, du 1er mars 1901-1er mars 1912, Gestion Helbig.",,,,Open Access,,,,,,,1906-11; 1938-05-04,SALT Research,Fransızca - French; Yunanca - Greek; Türkçe - Turkish,Dosya - File; Belge - Document; Mektup - Letter,"23,4-31,5 cm; 20-29,5 cm; 21-27 cm; 13,3-21 cm; 21,4-28,8 cm; 32,3-27 cm; 21,4-26,8 cm; 13-23 cm; 21,4-26,8 cm; 21,2-30 cm; 22-30 cm; El yazısı - Handwriting; Daktilo yazısı - Typewriting; Baskı - Print",42,30,,,Lorans Tanatar Baruh,,2018-10-15,,2016-00-00,Büyükada; İstanbul; Prinkipo; Athens; Greece; Atina; Yunanistan; La Foncière; Galata; Balık Pazarı; Balıkpazarı; Spiridon Fabiato,,,,,Satın alma - Purchase,https://archives.saltresearch.org/handle/123456789/200827
[DESC],AFMFB204001.jpg,"Copy of a notarial document concerning the sale of a plot in Balık Pazar. The first party Esther Manarakis Giuliani sold her share of the plot to her sister Gemma Polina Giuliani for 15.000 drachmas. Esther Manarakis Giuliani, wife of Antonios Manarakis, accepts she has no right on the land left from her mother, Veatriki Giuliani and registered at the name of Alberto Helbig. The notarian is Antonios Papapanos. (1908-05-24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB204002.jpg,Description de la construction de Balık Pazar à Prinkipo. Description de l'immeuble et les taux de location. Ce document spécifie comment et quand le projet sera réalisé.  Il parle également des défis possibles au cours du processus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB204003.jpg,"Une note précisant que la construction devrait commencer fin Janvier pour que les magasins soient loués en été. Le document parle du fait que la construction devrait commencer fin Janvier, et des matériaux et des architectes qui vont rendre le construction possible. Une annexe détaille le coût de construction et les frais sont incluses. Il n'y a pas de date sur ces documents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB204004.jpg,"La lettre d'Esther Manaraki envoyée au ""monsieur"" (qui n'est pas identifié)) dans laquelle Esther Manaraki demande de l'argent. Ayant vendu sa part à sa soeur des magasins de Prinkipo et ne se mêlant plus de la construction, Esther Manazaki dit qu'elle a besoin d'argent. (1907-10-25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB204005.jpg,"Copie de la lettre officielle d'Albert Helbig dans laquelle il déclare que la propriété enregistré en son nom est en réalité la propriété de Mlle. Gemma Giuliani. Albert Helbig promets de lui prêter au le takrir nécessaire & d'usage, aux frais & risques de Gemma Giuliani, en son nom ou en celui de la personne qu'elle désignerait.  Le document a été fait à Constantinople et signé par le Ministre de Belgique. (1908-07-23 - 1908-08-04)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB204006.jpg,Compte des loyers et frais des immeubles de Balouk Bazar appartenant à Gemma Giuliani et gérés par Helbig et Compagnie. Les comptes des magasins sont tenus de 1907 à 1911. (1907-12-00 - 1911-12-00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB204007.jpg,"L'echelle d'intérêts pour la construction de Balık Pazar à Prinkipo. Liste des matériaux utilisés pour la construction de Balık Pazar à Prinkipo. Résumé des frais de construction et du compte d'intérêts de la construction de Balouk Bazar. L'echelle d'intérêts pour la construction de 1906-1907.  Les matériaux, quantité des matériaux nécessaires et leurs coûts sont spécifiés mentuellement de Novembre 1906 à Juin 1908. Le coût total de la construction est mentionné. (1906-11-00 - 1907-12-04)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB204008.jpg,"Liste des matériaux utilisés et divers frais pour la construction de Balouk Bazar à Prinkipo. Les matériaux, quantité des matériaux nécessaires et leurs coûts sont spécifiés mentuellement de Novembre 1906 à Juin 1908. Le coût total de la construction est mentionné. (1908-07-23)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB204009.jpg,"Insurance documents for S. Fabiato. Shows the total amount of payement which includes taxes and the cost of management (amount of money payed to each is not specified). Has specific dates (1935-1936 and 1936-1937) on the table. While the insurance is for 1935-36 and 1936-37, the documents are given in 1937 and 1938. Documents are issued by Jerôme Saverio and Jules Compte Calix, Directeurs pour la Turquie de la Compagnie d'Assurance ""La Foncière"" -incendie. ([1937-03-24] - 1938-05-04)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123456789/200831,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB206,Envelope bearing the name of Maître Achillea Moschos,,,,Open Access,,,,,,,1938-08-23; 1942-11-29,SALT Research,Fransızca - French; Yunanca - Greek; Türkçe - Turkish,Zarf - Envelope; Mektup - Letter; Belge - Document; Not - Note; Liste - List; Makbuz - Receipt,"23,8-17,5 cm; 23,6-15 cm; 14,1-20,5 cm; 14-21,4 cm; 13,8-21,2 cm; 16,6-13,5 cm; 14-20 cm; El yazısı - Handwriting; Baskı - Print; Daktilo yazısı - Typewriting; El yazısı - Handwriting; Baskı - Print; Daktilo yazısı - Typewriting",73,53,,,Sinem Gülmez,,2018-10-15,,,Galata; Istanbul; Prinkipo; Büyükada,,,,,Satın alma - Purchase,https://archives.saltresearch.org/handle/123456789/200831
[DESC],AFMFB206001.jpg,"A letter from Kriton Melaghroinos to Fabiato. Back side of the letter there is an announcement about Kriton Melaghroinos, who has the permission to be a lawyer and he is a member of the lawyer association. (1942-08-15 - 1942-09-13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB206002.jpg,A letter from Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB206003.jpg,"Letter to Ahilleas Moshos from Sp. Fabiato: He calls him to come to Prinkipo, because he wants to arrange his cases. His health is not good and he believes that he is going to die. He does not want to leave Aurora with any problems. (1942-03-12)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB206004.jpg,Notes bearing the name of Maitre Achillea (1942-07-03),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB206005.jpg,"Contrats remis à M. Achillea pour les poursuites mars dont les résultats étaient nuls: David, Elia, Kotzo Strate, Seferoğlu, Melto. Les sommes sont mentionnées mais le document déclare que les résultas étaient nuls, et que le total sont ""zero partout."" L'écriture n'est pas lisible. (1938-08-23)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB206006.jpg,"Notes et mises à jour d'affaire Ambelaki. Il y'a des notes et des mises à jour sur les affaires Feriköy, Villa, Vakıf, Kazım, Terrain etc. Certaines notes mentionnent l'avis du Maitre Achillea. L'écriture n'est pas lisible. (1942-06-03 - 1942-11-29)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB206007.jpg,Notes et mises à jour d'affaire Kazım et les notes de temyiz. Une chronologie détaillé sur l'affaire Kazım. Le contenu exact n'a pas pu être déterminé parce que l'écriture n'est pas lisible. (1942-08-04),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB206008.jpg,"Notes sur les séances au tribunal de l'affaire ""Vakıf Villa"". La notice mentionne une mise à jour qui dit que l'affaire est portée au Asliye Hukuk en ville. [1941-12-17] - [1942-01-03]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB206009.jpg,Notes de Refet Bey sure l'affaire Ambelaki. Les notes mentionnent une liste qui.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB206010.jpg,"Mémoires et notes de Refet Bey sur l'affaire du locataire Kazım Güngör. Les documents déclarent que son locataire Kazım Efendi a sous-loué le magasin sans avoir ce droit-là. Annexes: Mémoires des sentences du tribunal, du Maitre Achillea, petition à la Municipalité de Prinkipo. (1942-03-09 - 1942-07-08)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB206011.jpg,"Les dettes et reçus de payement de Kazım Güngör. Divers frais et payements sont mentionnés sur les lettres, les reçus, et les documents de dette. (1942-00-00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB206012.jpg,Une enveloppe bleue portant le nom à M. Achillea et une note sur les frais de l'affaire Milto. Il y'a seulement une fiche annexée (sur l'affaire Milto) mais l'enveloppe dit qu'il y a aussi la mémoriale. Le sujet de ces mémoriales et fiches ne peut pas être déterminé parce que l'écriture n'est pas lisible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DESC],AFMFB206013.jpg,Notes (ou bien une liste) sur l'affaire Kazım Güngör. Notes et questions sur l'affaire Kazım adressé au Maitre Achillea. L'écriture n'est pas lisible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123456789/30516,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB069018,"Nafia Bakanlığı Posta, Telgraf ve Telefon Umumi Müdürlüğü tarafından Sp. Fabiato adına Imperial marka radyo alımına ilişkin kesilmiş makbuz.",,,,Open Access,,,,,,,1942-05-31,SALT Research,,Belge - Document,"17,7-18,2 cm; Handwritten; Typewritten",1,,,82611,Çiçek İlengiz,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30516
123456789/32429,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029091,"(copy) Letter, Sp. Fabiato to K. Georgakopoulos",,,,Open Access,News of bad wheather in İstanbul. Sp. Fabiato is having a flu. Wishes for New Year holidays,,,Left corner monograme F.S.,,,1934-12-28,SALT Research,Yunanca - Greek,Mektup - Letter,"16,8-22,6 cm; Handwritten",2,,,82184,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32429
123456789/34327,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB058011,"Register composed of letters in Greek, Turkish and French sent from Afyon Karahisar by Constantin Pitchatahi. (57-60 pp.)",,,,Open Access,,,,,,,1936-05-28,SALT Research,Yunanca - Greek,Mektup - Letter,Handwritten,4,,,82562,Chistos Kyriakopoulos,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/34327
123456789/29513,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070013,"Letter from Elena Pecci to Gemma Fabiato about her holiday, her mother health conditions and the postcards which Gemma Fabiato sent to her.",,,,Open Access,,,,The letter is incomplete.,,,1931-07-27,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82625,Emiliano Bugatti,,2011-00-00,,,From Cutigliano Pistoiese (Pistoia),,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29513
123456789/29572,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB084002,"(Draft) letter, Sp. Fabiato to Ah. Moschos",,,,Open Access,Irritated by Milto Ververoglou's attitude because he is not paying his depts he writes a letter to his lawyer asking for advice.,,,,,,1938-08-25,SALT Research,Yunanca - Greek; Fransızca - French,Mektup - Letter,Typewritten,1,,,82930,Çiçek İlengiz - Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29572
123456789/32479,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070033,"Letter, Elena Pecy to (?)",,,,Open Access,,,,,,,1931-09-23,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82645,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32479
123456789/33276,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029213,"Letter, Ioannes Fabiato to Sp. Fabiato reassuring him that G. Demetriou will finally handle his cases according to his guidelines and he does not want to get involved in any way. News of everyday life in Athens.",,,,Open Access,,,,,,,1939-02-22,SALT Research,Yunanca - Greek,Mektup - Letter,"21,7-28,9 cm; Handwritten",1,,,82306,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33276
123456789/29495,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB051010,Documents et correspondances sur l'impôt supplémentaire pour non-Muslim [Varlık Vergisi].,,,,Open Access,,,,Varlık vergisine ilişkin belgeler içermektedir.,,,1942-12-17; 1943-03-23,SALT Research,Türkçe - Turkish; Fransızca - French,Dosya - File,Handwritten; Typewritten,40,,,82537,Çiçek İlengiz,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29495
123456789/29502,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB058017,"Notebook, Constantin Pitchatini's letter to his mother(?) (86-90 pp.) describing his eveyday life in the army.",,,,Open Access,,,,Ilegible because the script is fade.,,,1936-06-17,SALT Research,Yunanca - Greek,Mektup - Letter,Handwritten,5,,,82568,Chistos Kyriakopoulos,,2011-00-00,,,Afyon Kara Hisar,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29502
123456789/33283,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029274,"Letter, Ioannes Fabiato to Sp. Fabiato",,,,Open Access,K. Georgakopoulos will try to issue the requested pending document in Athens. M. Latrou will sign the letter of procuration as soon as the safe-deposit box is opened.,,,,,,1939-10-10,SALT Research,Yunanca - Greek,Mektup - Letter,"21,1-28,7 cm; Handwritten",2,,,82367,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33283
123456789/33265,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029127,"(copy) Letter, Sp. Fabiato to G. Demetriou mailing the letter of procuration",,,,Open Access,,,,,,,1937-02-15,SALT Research,Yunanca - Greek,Mektup - Letter,"13,8-19,8 cm; Handwritten",1,,,82220,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33265
123456789/33259,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029099,"Letter, K. Georgakopoulos to Aurora Fabiato extending his thanks for the hospitality in İstanbul during the summer",,,,Open Access,,,,,,,1935-10-08,SALT Research,Yunanca - Greek,Mektup - Letter,"13,5-21,2 cm; Handwritten",3,,,82192,Chistos Kyriakopoulos,,2011-00-00,,,Psixiko; Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33259
123456789/32460,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB045013,"Documents du locataire de la famille Fabiato  Issac Sion, un inventaire du mobilier consigné à Issac Sion.",,,,Open Access,Un rapport de 15 pages sur le locataire Issac Sion.,,,,,,1936-05-06; 1936-10-31,SALT Research,Fransızca - French,Dosya - File,"23,5-31,5 cm; Handwritten; Typewritten",28,,,82481,Çiçek İlengiz,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32460
123456789/32459,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB045011,Correspondances sur l'assurance de la Villa Prinkipo pour l'année 1941.,,,,Open Access,,,,,,,1941-07-07,SALT Research,Fransızca - French,Dosya - File,"23,5-31,5 cm; Handwritten; Typewritten",6,,,82479,Çiçek İlengiz,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32459
123456789/30531,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070090,Letter of appreciation from Elena Pecci to Aurora Fabiato for the present received from her and for Aurora’s father letter on occasion of Elena Pecci’s mother’s birthday.,,,,Open Access,,,,The date indicates the day when Aurora Fabiato received the letter.,,,1934-01-29,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82702,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30531
123456789/32462,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB045019J,"İstanbul Elektrik, Tramvay ve Tünel İşletmeleri Umum Müdürlüğünce kesilmiş sayıcı okuma varakası.",,,,Open Access,4 adet makbuz bulunmaktadır.,,,,,,1943-04-03; 1943-06-04,SALT Research,Türkçe - Turkish,Belge - Document,Handwritten; Typewritten,8,,,82497,Çiçek İlengiz,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32462
123456789/32452,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029292,"Letter, Ioannes Fabiato to Sp. Fabiato",,,,Open Access,Paris is sick. Final stage has been reached for his cases.,,,,,,1940-02-03,SALT Research,Yunanca - Greek,Mektup - Letter,"21,3-28,4 cm; Handwritten",1,,,82385,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32452
123456789/33247,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029046,"(copy) Letter, Sp.Fabiato to K. Georgakopoulos asking for a briefing about the distribution of A. Manarakes between him and Manarakes legal heirs",,,,Open Access,,,,,,,1933-01-30,SALT Research,Yunanca - Greek,Mektup - Letter,"20,4-28,3 cm; Handwritten",2,,,82139,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33247
123456789/30557,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070204,Postcard from Elena Pecci to Aurora Fabiato about her health conditions and about the weather in Rome.,,,,Open Access,,,,,,,1939-03-23,SALT Research,İtalyanca - Italian,Kartpostal - Postcard,Handwritten,2,,,82816,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30557
