handle,dc.collection,dc.identifier,dc.title,dc.creator,dc.publisher,dc.contributor,dc.rights,dc.description,dc.coverage.spatial,dc.coverage.temporal,dc.note,dc.note.internal,dc.relation.other,dc.date.issued,dc.location,dc.language,dc.type,dc.format,dc.format.numberofscans,dc.format.numberofpages,dc.identifier.projectcode,dc.identifier.other,dc.catalogedby,dc.validatedby,dc.date.cataloged,dc.date.validated,dc.date.acquisition,dc.subject,dc.source,dc.relation,dc.rights.holder,dc.provenance,dcterms.accrualMethod,URL
123456789/101590,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00071,Russo Biraderleri. Şişe Ticarethanesi,,,,Open Access,İzmir'de Peştemalcılar başında,,,"25 Ağustos 1337. Osmanlıca, İbranice, Yunanca antet.",Yusuf Levent bağışı. 14.05.07,,1921-08-25,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"16,6-23,9 cm",1,,,44803,UMITS,,25.08.2008,,25.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/101590
123456789/101591,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00103,"J. A. Fratelli Haim, Constantinople Şirketi’nden Hans Ehrlich, Hannovre adresine gönderilen zarf",,,,Open Access,,,,Fiskalli,Yusuf Levent bağışı. 14.05.07,,1916-04-19,SALT Research,,Belge - Document,"15,6-12,4 cm",2,,,44835,UMITS,,26.08.2008,,26.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/101591
123456789/101592,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00158,Etablissements Orosdi-Back - Etablisman Orozdi Bak Ticarethanesi tarafından Mehmed Sadık Efendi adına kesilmiş fatura [31 Kanun-i Sani 1928],,,,Open Access,,,,1855 tarihinde müessis ticarethane.,2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1928-01-21,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"19,5-22 cm; Handwritten; Printed",1,,,66206,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/101592
123456789/101593,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00215,"Doğan Ticaret Evi Ragıp Behaettin tüccar, komisyoncu, devair ve müessesatı fenniye müteahhidi. Mehmet Sadık Bey’e fatura.",,,,Open Access,,,,"31 Kanun-i Evvel 1932. Galata, Mertebani Sokak, Kınaciyan Hanı, no: 2-3",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1932-12-31,SALT Research,Türkçe - Turkish,Belge - Document,"29,5-23 cm; Handwritten; Printed",1,,,66263,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/101593
123456789/101594,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00230,Galata'da bulunan J. Pikioko ve şeriki yazı makinaları mütehassisleri tarafından Mehmet Sadık Efendi adına kesilmiş fatura.,,,,Open Access,,,,"Galata, Billur Sokak, no: 2",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1934-09-12,SALT Research,Türkçe - Turkish,Belge - Document,23-14 cm; Handwritten; Printed,1,,,66278,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/101594
123456789/101595,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00275,"Beyoğlu'nda bulunan Faysal Haydar Targan tarafından İskenderun'da bulunan Mehmet Ali Alevli'ye gönderilen Miller Lastikleri acentalığı hakkında, fabrika'ya tesir yapmak için Mr. Baruch'a ilk stok siparişleri bildirdiğine dair mektup",,,,Open Access,,,,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1945-11-08,SALT Research,Türkçe - Turkish,Belge - Document,"29,5-22,5 cm; Printed",1,,,66323,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/101595
123456789/101596,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00276,Mehmet Ali Alevli'nin İzmir'de bulunan müteahhit Bay Nuri Çörüş'e gönderdiği Nuri Bey'in Zekeriya Ergenç'i mahkemeye vermesinin kendisini ne kadar üzdüğünü dile getirdiği mektubu.,,,,Open Access,,,,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1944-06-14,SALT Research,Türkçe - Turkish,Belge - Document,29-23 cm; Printed,1,,,66324,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/101596
123456789/102643,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00004,"Eliya Ancel ve Şürekası. Kadife seccade, fanila, çorap, mendil vesaire tuhafiye mağazası - E. Angel & Cie. Maison de Bonneteries et Articles Orientaux",,,,Open Access,İstanbul Sultanhamam Hacopulo Han’ın altında Numero 20,,,"Osmanlıca, Fransızca antet",Yusuf Levent bağışı. 14.05.07,,1926-03-01,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,21-27 cm,1,,,44736,UMITS,,14.08.2008,,14.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/102643
123456789/102644,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00037,Fratelli Fresko – Fratelli Fresco,,,,Open Access,"İstanbul Çiçek Pazar Numero 25, İstanbul Marputçular Boyacı Hanı altında. Trieste-Dersaadet",,,"Osmanlıca, Fransızca antet",Yusuf Levent bağışı. 14.05.07,,1923-11-21,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"21,3-26,9 cm",1,,,44769,UMITS,,14.08.2008,,14.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/102644
123456789/102645,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00106,"Raphael Amram & Frères, cuirs, peaux & articles de cordonnerie, Constantinople Şirketi’nden Bloch Strassbouger & Cie, Frankfurt adresine gönderilen zarf",,,,Open Access,"Stamboul, Findjandjilar, Fresco Han 18",,,Fiskalli,Yusuf Levent bağışı. 14.05.07,,1922-11-14,SALT Research,,Belge - Document,"15,5-12,4 cm",1,,,44838,UMITS,,26.08.2008,,26.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/102645
123456789/102646,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00130,Alaiyeli Zade Mahmud - Dahili muamelat.,,Cumhuriyet Matbaası,,Open Access,,,,6 Kanun-i Evvel 1340-13 Kanun-i Evvel 1340,,,1928-08-04,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"17-20,5 cm; Handwritten; Printed",1,,,65851,HILALA,,13.07.2009,,13.07.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/102646
123456789/102647,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00133,Ahmet Fahri & Co. namına Banque Hypothécaire Argovienne’in ödeme emri.,,,,Open Access,,,,,,,1929-01-02,SALT Research,Fransızca - French,Belge - Document,20-12 cm; Handwritten; Printed,2,,,65854,HILALA,,13.07.2009,,13.07.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/102647
123456789/102648,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00205,Ankara Caddesi'nde bulunan Rıza İsmail adlı ticarethaneden Mehmet Sadık Beyefendi matbaasına fatura.,,,,Open Access,,,,"İstanbul, Ankara Caddesi, no: 95",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1934-02-04,SALT Research,Türkçe - Turkish,Belge - Document,"29,5-22,5 cm; Handwritten; Printed",1,,,66253,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/102648
123456789/102649,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00214,"Zonguldak'ta Dizdar Zade biraderler Sadık Vicdani - R. Süreyya - A.Nazif, Ay Yıldız Mağazası tarafından Mehmet Sadık Bey'e gönderilen sipariş mektubu.",,,,Open Access,,,,Zonguldak’ta kırtasiye mağazası.,2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1932-11-26,SALT Research,Türkçe - Turkish,Belge - Document,"32,2-22,5 cm; Handwritten; Printed",1,,,66262,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/102649
123456789/102650,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00298,"Giresun, Bulancak'ta bulunan Etem Kılıççı İthalat ve İhracat Şirketin'den İstanbul'da bulunan Mehmet Ali Alevli'ye gönderilen fındık alımına dair mektuplar.",,,,Open Access,,,,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1944-08-20; 1944-10-24,SALT Research,Türkçe - Turkish,Belge - Document,Printed,3,,,66346,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/102650
123456789/103601,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00033,"Trakya mağazası. Benezra, Fins ve Eskenazi - Trakia magasessi. Benezra, Fintz & Eskenazi",,,,Open Access,"İstanbul, Katırcıoğlu Han ittisalinde Numero 14",,,"Osmanlıca, Fransızca, İbranice antet",Yusuf Levent bağışı. 14.05.07,,1926-11-23,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"16,5-22,1 cm",1,,,44765,UMITS,,14.08.2008,,14.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/103601
123456789/103602,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00047,"Yakoel ve şürekası. Levazım-ı kırtasiye ve tersimiye. Alat ve edavat-ı hendesiye - Jacoel & Cie. Articles de papeterie, bureau, dessin",,,,Open Access,Galata Tünel Caddesi Numero 22,,,"Osmanlıca, Fransızca antet",Yusuf Levent bağışı. 14.05.07,,1916-05-11,SALT Research,Fransızca - French,Belge - Document,"20,2-27,6 cm",1,,,44779,UMITS,,15.08.2008,,15.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/103602
123456789/103603,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00070,Behor Nesim Perahya. Her Nevi manifatura tüccarı - Behor Nissim Perahia.  Maison de manufactures,,,,Open Access,"İstanbul, Fincancılar Yusufyan Han karşısında Numero 4",,,"Osmanlıca, Fransızca, İbranice antet",Yusuf Levent bağışı. 14.05.07,,1921-10-03,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"21,3-27,2 cm",1,,,44802,UMITS,,25.08.2008,,25.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/103603
123456789/103604,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00076,Çanak-Kaleli Yako Penso mahtumu ve Sadaka,,,,Open Access,"İstanbul, Fincancılar No. 24",,,Türkçe antet,Yusuf Levent bağışı. 14.05.07,,1930-02-19,SALT Research,Türkçe - Turkish,Belge - Document,"15,6-23,7 cm",1,,,44808,UMITS,,25.08.2008,,25.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/103604
123456789/103605,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00085,René Asseo ve Albert Tiano - René Asseo & Albert Tiano. Commissions-assurances,,,,Open Access,"İstanbul, Tahtakale, Prevuayans Han",,,"Türkçe, Fransızca antet",Yusuf Levent bağışı. 14.05.07,,1933-04-25,SALT Research,Türkçe - Turkish,Belge - Document,"21,5-27,7 cm",1,,,44817,UMITS,,26.08.2008,,26.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/103605
123456789/103606,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00113,"Isidore Modiano, Constantinople Şirketi’nden Josef Winter & Co, Radeberg adresine gönderilen zarf",,,,Open Access,,,,Fiskalli,Yusuf Levent bağışı. 14.05.07,,1926-07-04,SALT Research,,Belge - Document,"14,6-12,2 cm",1,,,44845,UMITS,,26.08.2008,,26.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/103606
123456789/103607,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00136,"Beyanaki Hasan veresesi ve şurekası, İzmir Şirketi’nin İstanbul’da tüccar-ı kiramdan Ali Vafi mahdumlarına mektubu.",,,,Open Access,,,,,,,1927-07-10,SALT Research,Fransızca - French; Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"29-22,5 cm; Handwritten; Printed",1,,,65857,HILALA,,13.07.2009,,13.07.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/103607
123456789/103608,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00157,Etablissements Orosdi-Back. Ticarethanesi tarafından Mehmed Sadık Efendi adına kesilmiş fatura.,,,,Open Access,,,,1855 tarihinde müessis ticarethane.,2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1928-05-19,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"19,5-22 cm; Handwritten; Printed",1,,,66205,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/103608
123456789/103609,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00177,Babıbali Caddesi'nde Kanaat Mücellithanesi Manol Kovra tarafından Afitap Mağazası Sahibi Mehmet Sadık Efendi adına kesilmiş fatura.,,,,Open Access,,,,"Babıali Caddesi, Vilayet Konağı karşısında, no.14",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1933-10-01,SALT Research,Türkçe - Turkish,Belge - Document,"31-22,5 cm; Handwritten; Printed",1,,,66225,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/103609
123456789/103610,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00245,"Zühdü Kınalı Halefi Emine Kınalı kağıt kırtasiye ve bilimum banka, yazıhane, mektep levazımatı' antetli afitap mağazasına fatura.",,,,Open Access,,,,"İstanbul, Yeni Postane Caddesi, no: 29",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1936-09-02,SALT Research,Türkçe - Turkish,Belge - Document,29-23 cm; Handwritten; Printed,1,,,66293,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/103610
123456789/103611,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00250,"Mahmud Zade & Yusuf Zade, Trabzon' antetli Mehmet Sadık Bey adına kesilmiş fatura.",,,,Open Access,,,,,2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1932-05-02,SALT Research,Osmanlı Türkçesi - Ottoman Turkish; Türkçe - Turkish,Belge - Document,29-23 cm; Handwritten; Printed,1,,,66298,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/103611
123456789/103612,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00310,"Iraqi State Railway'ten African & Eastern (Near East) Ltd., Baghdad'a makbuz.",,,,Open Access,,,,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1942-08-15,SALT Research,Arapça - Arabic; İngilizce - English,Belge - Document,13-16 cm; Handwritten; Printed,1,,,66358,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/103612
123456789/105314,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00016,"İlya Mitrani ve Nesim Benbanaste. Mefruşata dair kadifeli kumaşlar, mantarlı muşamalar, perdeler ve saire - E. Mitrani & N. Banbanaste. Articles d'ameublements, linoleum, etc.",,,,Open Access,İstanbul Fincancılar Numero 72,,,"Osmanlıca, Fransızca antet",Yusuf Levent bağışı. 14.05.07,,1926-01-27,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"13,7-20,2 cm",1,,,44748,UMITS,,14.08.2008,,14.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/105314
123456789/105315,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00024,Nesim Kazez ve Mahdumları. Kurşun Boru İmalathanesi - Nissim Cazes et Fils. Négociant en Métaux,,,,Open Access,,,,"Osmanlıca, Fransızca antet",Yusuf Levent bağışı. 14.05.07,,1924-09-02,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"20,1-28,4 cm",1,,,44756,UMITS,,14.08.2008,,14.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/105315
123456789/105316,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00144,Bureau Technique de Constructions Civiles. Smyrne - İnşaat İdaresi Fenniyesi. İzmir zarfı.,,,,Open Access,,,,,,,,SALT Research,Fransızca - French; Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"15,5-13,5 cm; Printed",1,,,65865,HILALA,,13.07.2009,,13.07.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/105316
123456789/105317,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00180,"Fevzi Şamlı, Şamlı Osman Zadeler ve mahdumları halefi demir hırdavat melzemei inşaiye deposu tarafından Mehmet Sami Bey adına kesilmiş fatura.",,,,Open Access,,,,"Marpuççular Saka Çeşme Sokak, no:14",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1936-05-06,SALT Research,Türkçe - Turkish,Belge - Document,"28,5-20,5 cm; Handwritten; Printed",1,,,66228,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/105317
123456789/105318,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00181,"Fevzi-Vahit fenni gözlük, kırtasiye-mektep levhaları tarafından Afitap Kırtasiye Ticarethanesi adına kesilmiş fatura.",,,,Open Access,,,,"Babıali Ankara Caddesi, no:117",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1934-10-06,SALT Research,Türkçe - Turkish,Belge - Document,28-22 cm; Handwritten; Printed,1,,,66229,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/105318
123456789/105319,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00254,Emlak ve Eytam Bankası tarafından Artin Vahram Hampartsumyan Efendi adına kesilmiş makbuz.,,,,Open Access,,,,İstanbul Şubesi,2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1931-07-27,SALT Research,Türkçe - Turkish,Belge - Document,"17,5-10 cm; Handwritten; Printed",1,,,66302,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/105319
123456789/105320,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00270,Mehmet Ali Alevli tarafından İskenderun'da tüccar Refik Ülkümen'e gönderilen mektupta ruhsat ünvan tezkeresi için istenen vesikalık fotoğrafları gönderdiğinden bahsetmektedir.,,,,Open Access,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",,,Ekte taahhütlü mektub makbuzu bulunmaktadır.,2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1944-09-01,SALT Research,Türkçe - Turkish,Belge - Document,"27-20,5 cm; Printed",4,,,66318,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/105320
123456789/106272,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00083,"David Çerasi. Her nevi billuriye mağazası - David Tcherassi. Négociant en verrerie, faiences et porcelaines",,,,Open Access,"İstanbul, Alacahamam Numero 68",,,"Osmanlıca, Fransızca antet",Yusuf Levent bağışı. 14.05.07,,1921-03-30,SALT Research,Fransızca - French,Belge - Document,"20,1-28,2 cm",1,,,44815,UMITS,,25.08.2008,,25.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/106272
123456789/106273,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00096,"Albert D. Salmona, Galata Şirketi’nin Saul Sadoch, Vienne adresine gönderilen zarf",,,,Open Access,Galata’da Eskenazi Hanı’nda,,,Fiskalli. 60 paralık pulda erör.,Yusuf Levent bağışı. 14.05.07,,1917-06-13,SALT Research,,Belge - Document,"15,7-12,6 cm",2,,,44828,UMITS,,26.08.2008,,26.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/106273
123456789/106274,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00160,Etablissements Orosdi-Back - Etablisman Orozdi Bak Ticarethanesi tarafından Mehmed Sadık Efendi adına kesilmiş fatura.,,,,Open Access,,,,Etablisman Orozdi-Bak 1855 tarihinde müesses ticarethane.,2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1933-01-19,SALT Research,Türkçe - Turkish,Belge - Document,"19,5-22 cm; Handwritten; Printed",1,,,66208,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/106274
123456789/106275,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00186,Hilal Kağıthanesi sahibi Ahmet Nuri tarafından gönderilen hesaplarının kapatılmasına dair mektup.,,,,Open Access,,,,"7 Kanun-i Sani 1932. Sulu Han civarında, no: 27-38, İzmir",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1932-01-07,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"27-20,5 cm; Handwritten; Printed",1,,,66234,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/106275
123456789/106276,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00249,Yasef Asseo ve Jacques Berusiglio adlı şirketin kurulduğunu ve imza yetkilerini kimde olduğunu gösteren noter onaylı sirküler.,,,,Open Access,,,,Şirketin mukavelenamesi sicilli Ticaret Gazetesi’nin 20/9/943 tarih ve 5035 sayılı nüshasında ilan edilmiştir.,2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1943-10-01,SALT Research,Türkçe - Turkish,Belge - Document,"29,5-22,5 cm; Printed",1,,,66297,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/106276
123456789/106277,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00263,Mersin'de bulunan Mehmed Ali [Alevli] Bey'in Sadık Bey'e mektubu.,,,,Open Access,,,,,2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1943-02-07,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,28-22 cm; Handwritten,1,,,66311,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/106277
123456789/106278,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00311,"Mehmet Ali Alevli belgeleri arasında bulunan, kamyon ve malzeme abstraclarının tetkikinde görülen fazlalıklarına dair doküman.",,,,Open Access,,,,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1942,SALT Research,Türkçe - Turkish,Belge - Document,Printed,2,,,66359,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/106278
123456789/107326,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00119,İshak Zade Biraderler. Envai boya ve bahriye edavatı - Ishak Zade Frères. Magasin de peintures & articles maritimes,,,,Open Access,,,,Fiskalli,Yusuf Levent bağışı. 14.05.07,,,SALT Research,,Belge - Document,"12-8,4 cm",2,,,44851,UMITS,,26.08.2008,,26.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/107326
123456789/107327,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00129,T.C. Adliye Vekaleti İzmir Katip Adliliği. Taahhüd senedi. Tevfik Efendi Hayriye Hanım adına.,,,,Open Access,,,,27 Kanun-i Sani 1341,,,1925-01-27,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"21,5-16 cm; Handwritten; Printed",4,,,65850,HILALA,,13.07.2009,,13.07.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/107327
123456789/107328,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00161,Ferdi Tevfik Türk İlancılık ve Plakar Müessisesi tarafından Mehmet Sadık Efendi adına kesilmiş fatura.,,,,Open Access,,,,Liman Han Kat 1 No: 3 Sirkeci.,2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1934-11-11,SALT Research,Türkçe - Turkish,Belge - Document,"29-21,5 cm; Handwritten; Printed",1,,,66209,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/107328
123456789/107329,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00194,Osmanlı Bankası - Banque Ottomane. Narmanlı Zade Mustafa'ya ait makbuz.,,,,Open Access,,,,"Banque Ottomane, Succursale Stamboul.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1926-01-30,SALT Research,Osmanlı Türkçesi - Ottoman Turkish; Fransızca - French,Belge - Document,28-20 cm; Handwritten; Printed,1,,,66242,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/107329
123456789/107330,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00292,Mehmet Ali Alevli'nin General Motors Overseas Operations New York ile yaptığı yazışmalar - Correspondences between Mehmet Ali Alevli and Overseas Operations New York.,,,,Open Access,,,,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1941-08-13; 1944-08-11,SALT Research,Türkçe - Turkish; İngilizce - English,Dosya - File,Printed,30,,,66340,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/107330
123456789/107331,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00296,İstanbul'da bulunan Mehmet Ali Alevli ile Mersin'de Osmanlı Bankası yöneticilerinden Bay Bensussen arasındaki yazışmalar.,,,,Open Access,,,,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1944-10-01; 1944-11-06,SALT Research,Türkçe - Turkish,Dosya - File,Handwritten; Printed,11,,,66344,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/107331
123456789/108292,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00066,"İsak Niyego. Her nevi cam kristal ve ayna deposu - İsaac Niego. Grand dépôt de verres à vitres, cristaux, dalles polies, glaces argentées & encadrements",,,,Open Access,Galata’da Mertebanı Sokağı’nda Numero 10. Şubesi Beyoğlu’nda Bursa Sokağı’nda Numero 7,,,"Osmanlıca, Fransızca, İbranice, Yunanca antet",Yusuf Levent bağışı. 14.05.07,,1923-06-04,SALT Research,Fransızca - French,Belge - Document,"22,1-29 cm",1,,,44798,UMITS,,25.08.2008,,25.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/108292
