handle,dc.collection,dc.identifier,dc.title,dc.creator,dc.publisher,dc.contributor,dc.rights,dc.description,dc.coverage.spatial,dc.coverage.temporal,dc.note,dc.note.internal,dc.relation.other,dc.date.issued,dc.location,dc.language,dc.type,dc.format,dc.format.numberofscans,dc.format.numberofpages,dc.identifier.projectcode,dc.identifier.other,dc.catalogedby,dc.validatedby,dc.date.cataloged,dc.date.validated,dc.date.acquisition,dc.subject,dc.source,dc.relation,dc.rights.holder,dc.provenance,dcterms.accrualMethod,URL
123456789/201261,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH029,Sarner Toni,,L. Fränzi & Co. München,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Almanca - German; İtalyanca - Italian,Kartpostal - Postcard,"9,1-14 cm; Baskı; Renkli - Print; Colored",2,1,,131976,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201261
123456789/201262,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH030,"""Nancy, La Gare""",,"Imprimeries Réunies, Nancy",,Open Access,Nancy Tren İstasyonu - Nancy Train Station,"Nancy, Fransa - Nancy, France",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,"13,9-8,9 cm; Baskı - Print; Renkli - Color",2,1,,131977,Sinem Gülmez,,2019-08-07,,2014-00-00,Nancy Tren İstasyonu; Nancy Train Station,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201262
123456789/201263,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH031,"""Nancy, La Fontaine de Neptune""",,"Imprimeries Réunies, Nancy",,Open Access,"Neptün Çeşmesi, Nancy - Neptune Fountain, Nancy","Nancy, Fransa - Nancy, France",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,"13,9-9 cm; Baskı - Print; Renkli - Color",2,1,,131978,Sinem Gülmez,,2019-08-07,,2014-00-00,Neptün Çeşmesi; Fountain of Neptune,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201263
123456789/201264,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH032,"""Nancy, La Gare""",,"Imprimeries Réunies, Nancy",,Open Access,Nancy Tren İstasyonu - Nancy Train Station,"Nancy, Fransa - Nancy, France",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,14-9 cm; Baskı - Print; Renkli - Color,2,1,,131979,Sinem Gülmez,,2019-08-07,,2014-00-00,Nancy Tren İstasyonu; Nancy Train Station,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201264
123456789/201265,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH033,"""Nancy, La Caserne Thiry""",,"Imprimeries Réunies, Nancy",,Open Access,"Thiry Kışlası, Nancy - Thiry Barracks, Nancy","Nancy, Fransa - Nancy, France",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,"13,9-8,9 cm; Baskı - Print; Renkli - Color",2,1,,131980,Sinem Gülmez,,2019-08-07,,2014-00-00,Kışla; Barracks,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201265
123456789/201266,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH034,[Taty] tarafından Margarete Emirzé'ye gönderilen kartpostal - Postcard sent from [Taty] to Margarete Emirzé,,,,Open Access,"Kartpostalın arka yüzünde […] tarafından 23.12.1918 yılında Margarete Emirzé'ye gönderilen mektup bulunmaktadır. Adres: Sabun Sokak, Şişli - Reverse side of the postcard: Letter from […] to  Margarete Emirzé. Address: Saboun Sokak, Chichli. Dated 23.12.1918",,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Almanca - German,Kartpostal - Postcard,"8,5-13,4 cm; Baskı - Print; Siyah beyaz - Black & White; Renkli - Color",2,1,,131981,Sinem Gülmez,,2019-08-07,,2014-00-00,Marguerite Emirzé,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201266
123456789/201267,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH035,Margeritte Emirzé'ye Jean Emirzé eliyle gönderilen kartpostal - Postcard sent to Marguerite Emirzé via Jean Emirzé,,,,Open Access,"Kartpostalın arka yüzünde Margeritte tarafından 13.[..].1915 yılında Jean Emirzé'ye gönderilen mektup bulunmaktadır. Adres: Haydarpaşa, İstanbul - Reverse side of the postcard: Letter from Margeritte to Jean Emirzé. Address: Haidar Pacha, Constantinople. Dated 13.[...].1915",,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Almanca - German,Kartpostal - Postcard,"8,7-13,4 cm; Baskı - Print; Siyah beyaz - Black & White; Renkli - Color",2,1,,131982,Sinem Gülmez,,2019-08-07,,2014-00-00,Marguerite Emirzé,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201267
123456789/201268,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH036,"Babası Jean Emirzé tarafından Pera'dan Marguerite Emirzé'ye gönderilen kartpostal - Postcard sent from  Pera by Jean Emirzé, her father to Marguerite Emirzé",,,,Open Access,"Adres: Saint Joseph Fransız Okulu, Bebek, Boğaziçi - Address: École Française St. Joseph, Bebek, Bosphore",,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,1912-05-10,SALT Research,Fransızca - French,Kartpostal - Postcard,"8,7-13,8; El yazısı - Handwriting; Baskı - Print; Renkli - Color",2,1,,131983,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201268
123456789/201269,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH037,Margorite Emirzé'ye Jean Emirzé eliyle gönderilen kartpostal - Postcard sent to Marguerite Emirzé via Jean Emirzé,,,,Open Access,"Adres - Address: Haidar Pacha, Constantinople. Dated 1915",,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Almanca - German,Kartpostal - Postcard,"8,7-13,7 cm; El yazısı - Handwriting; Baskı - Print; Renkli - Color",2,1,,131984,Sinem Gülmez,,2019-08-07,,2014-00-00,Marguerite Emirzé,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201269
123456789/201270,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH038,Brigitte tarafından Marguerite Emirzé'ye Jean Emirzé eliyle gönderilen yılbaşı tebrik kartpostalı - Greetings postcard for the new year sent from Brigitte to Marguerite Emirzé via Jean Emirzé,,,,Open Access,"Adres: - Address: ""Chemin de fer Ottoman d'Anatolie, Haïdar Pacha"".",,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,1911,SALT Research,Fransızca - French,Kartpostal - Postcard,"9,2-14 cm; El yazısı - Handwriting; Baskı - Print; Renkli - Color",2,1,,131985,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201270
123456789/201271,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH039,Silvia'nın Jean Emirzé'ye gönderdiği kartpostal - Postcard sent from Silvia to Jean Emirzé,,,,Open Access,"Kartpostalın arka yüzünde damgalar ve 10 kuruşluk pullar yer almaktadır. Adres: ""Jean Emirzé, Sabunhane Sokak, 5 numara, Şişli"". - There are stamps and stamps of 10 piastres on the back ground of the postcard. Address: ""Jean Emirzé, Soap Factory Street, no 5, Schichli"".",,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Almanca - German,Kartpostal - Postcard,"8,7-13,7 cm; El yazısı - Handwriting; Baskı - Print; Renkli - Color",2,1,,131986,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201271
123456789/201272,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH040,Jean Emirzé'ye gönderilen kartpostal - Postcard sent to Jean Emirzé,,,,Open Access,"Kartpostalda ""Pera"", ""İstanbul"" damgaları ile 10 kuruşluk pullar yer almaktadır. Adres: ""Haïdar Pacha, Anatolische Eisenbahn"". - There are stamp of ""Péra"" and ""Istanbul"", and stamps of 10 piastres on the postcard. Address: ""Haïdar-Pascha, Anatolische Eisenbahn"".",,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Almanca - German,Kartpostal - Postcard,"8,6-13,6 cm; El yazısı - Handwriting; Baskı - Print; Renkli - Color",2,1,,131987,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201272
123456789/201273,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH041,Margarete Emirzé'ye gönderilen kartpostal - Postcard sent to Margarete Emirzé,,,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Almanca - German,Kartpostal - Postcard,"9-14,1 cm; El yazısı - Handwriting; Baskı - Print; Renkli - Color",2,1,,131988,Sinem Gülmez,,2019-08-07,,2014-00-00,Marguerite Emirzé,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201273
123456789/201274,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH042,İki küçük kızın stüdyo fotoğrafı - Studio photograph of two little girls,"Fotoğraf: Aigle Fotoğrafhanesi, Beyoğlu Cadde-i Kebir numara 429  - Photograph: Photographie L'Aigle, Constantinople, Grand Rue de Péra 429",,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Almanca - German; Osmanlı Türkçesi - Ottoman Turkish,Fotoğraf - Photograph,"10,7-16,3 cm; Baskı - Print; Siyah beyaz - Black & White",2,1,,131989,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201274
123456789/201275,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH043,Bir çocuğun stüdyo fotoğrafı - Studio photograph of a boy,"Fotoğraf - Photograph: Sèbah & Joaillier, Constantinople 439 Grand Rue de Péra",,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Fotoğraf - Photograph,"14,8-23,7 cm; Baskı - Print; Siyah beyaz - Black&White",1,1,,131990,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201275
123456789/201276,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH044,Genç bir adamın portresi - Portrait of a young man,"Fotoğraf - Photograph: Sèbah & Joaillier, Constantinople 439 Grand Rue de Péra",,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Fotoğraf - Photograph,"19,3-24,9 cm; Baskı - Print; Siyah beyaz - Black&White",1,1,,131991,Sinem Gülmez,,2019-08-07,,2014-00-00,,,AFMEMZH046,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201276
123456789/201277,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH045,Bir bebeğin stüdyo fotoğrafı - Studio photograph of a baby,"Fotoğraf - Photograph: Sèbah & Joaillier, Constantinople 439 Grand Rue de Péra",,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Fotoğraf - Photograph,"19,2-24,8 cm; Baskı - Print; Siyah beyaz - Black & White",1,1,,131992,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201277
123456789/201278,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH046,Genç bir adamın portresi - Portrait of a young man,"Fotoğraf - Photograph: Abdullah Frères Photographie, Constantinople, Caire",,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Fotoğraf - Photograph,"21,4-25,6 cm; Baskı - Print; Renkli - Color",2,1,,131993,Sinem Gülmez,,2019-08-07,,2014-00-00,,,AFMEMZH044,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201278
123456789/201279,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH047,Bir kadının stüdyo fotoğrafı - Studio photograph of a woman,,,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,,Fotoğraf - Photograph,Baskı - Print; Siyah beyaz - Black & White,1,1,,131994,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201279
123456789/201280,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH048,Bir kadının stüdyo fotoğrafı - Studio photograph of a woman,Fotoğraf - Photograph: Abdullah Frères,,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Fotoğraf - Photograph,Baskı - Print; Siyah beyaz - Black & White,1,1,,131995,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201280
